StudentID,Gender,City,CollegeTier,Stream,Specialisation,Hostel,HistoryOfBacklogs,SGPA_Sem1,SGPA_Sem2,SGPA_Sem3,SGPA_Sem4,SGPA_Sem5,SGPA_Sem6,SGPA_Sem7,SGPA_Sem8,CGPA,AttendancePercent,Internships,Projects,Workshops,Certifications,Publications,AptitudeTestScore,SoftSkillsRating,CodingTestScore,MockInterviewScore,ExtraCurricular,CGPA_Tier,Archetype
1631,Male,Bangalore,Tier2,EE,DataScience,Yes,No,8.38,7.67,8.05,7.99,7.86,8.06,8.1,8.41,8.22,76.3,1,2,1,2,0,61.3,2.8,60.9,67.1,1,High,Average
1632,Male,Jaipur,Tier3,Civil,Embedded,No,Yes,4.75,5.21,4.88,4.5,4.46,4.56,4.58,4.6,4.78,54.4,0,2,1,1,0,54.4,2.4,52.7,26.6,1,Low,Below-Average
1633,Female,Chennai,Tier2,IT,DataScience,No,No,7.29,7.49,6.96,6.89,7.65,6.88,6.96,7.23,7.12,81.3,2,4,2,3,1,57.2,4.1,59.5,55.7,0,Mid,Average
1634,Female,Chennai,Tier3,Civil,AI,No,Yes,4.67,5.0,4.73,4.02,5.0,5.25,5.26,4.97,4.94,58.1,0,1,1,1,0,37.3,2.3,42.6,57.9,0,Low,Below-Average
1635,Female,Jaipur,Tier2,CS,AI,No,Yes,5.42,5.41,5.71,5.88,5.04,5.37,5.4,5.48,5.56,61.1,1,3,1,1,0,79.8,2.6,89.1,100.0,1,Low,Specialist
1636,Female,Ahmedabad,Tier2,IT,DataScience,No,No,6.32,6.94,6.36,7.46,7.05,7.22,6.91,7.36,6.97,75.5,0,2,1,2,0,57.3,3.5,54.0,71.6,1,Mid,Average
1637,Male,Kolkata,Tier2,CS,Embedded,No,No,8.02,8.26,8.24,7.39,7.64,7.83,8.11,7.48,7.81,76.4,1,2,3,2,0,74.2,3.5,53.6,70.3,1,Mid,Average
1638,Female,Delhi,Tier2,IT,DataScience,No,Yes,7.33,6.87,7.28,7.16,7.67,7.4,7.09,7.32,7.44,78.4,0,3,2,0,0,61.2,2.7,88.8,61.3,1,Mid,Specialist
1639,Female,Chennai,Tier1,Mechanical,Embedded,No,No,8.54,8.74,9.04,9.48,8.38,8.69,8.93,8.84,8.72,90.0,1,2,2,2,1,77.5,5.0,81.8,72.1,0,High,High-Achiever
1640,Female,Pune,Tier3,IT,Networking,No,No,5.44,5.54,5.79,4.86,5.16,5.13,4.4,5.61,5.24,64.6,0,1,0,1,0,47.6,2.6,37.9,54.0,0,Low,Below-Average
1641,Female,Bangalore,Tier3,CS,Networking,No,No,6.76,7.4,7.42,7.22,7.02,7.43,7.12,6.97,7.24,63.2,1,2,0,0,0,36.3,2.9,41.2,33.0,0,Mid,Below-Average
1642,Male,Chennai,Tier1,EE,AI,Yes,No,7.78,8.33,8.19,9.54,8.2,8.41,8.25,8.53,8.29,87.1,3,3,3,2,2,79.9,4.0,93.2,69.5,1,High,High-Achiever
1643,Female,Mumbai,Tier2,CS,DataScience,No,No,6.73,6.08,6.88,6.83,6.67,7.21,6.98,6.76,6.66,69.3,2,3,2,2,0,56.3,3.7,56.0,51.8,1,Mid,Average
1644,Female,Jaipur,Tier1,EE,Networking,Yes,No,8.01,8.07,7.77,7.73,7.47,7.98,7.34,7.66,7.61,89.4,2,4,3,3,1,77.6,4.7,78.7,84.8,0,Mid,High-Achiever
1645,Female,Hyderabad,Tier1,Mechanical,DataScience,No,No,9.41,9.0,8.79,9.65,9.29,8.36,9.46,9.24,9.2,86.3,2,3,1,3,1,85.6,4.9,70.0,77.6,1,High,High-Achiever
1646,Male,Ahmedabad,Tier2,Mechanical,AI,No,No,7.53,6.99,8.14,7.99,7.9,7.0,7.92,6.51,7.58,88.5,2,3,2,3,1,67.0,3.1,59.6,62.8,0,Mid,Average
1647,Female,Kolkata,Tier1,CS,Networking,No,Yes,9.5,9.12,9.29,10.0,9.79,9.84,9.38,10.0,9.71,94.7,2,4,4,3,1,71.1,4.6,86.6,77.9,1,High,High-Achiever
1648,Male,Chennai,Tier3,EE,Networking,No,Yes,4.6,4.46,4.82,4.0,4.5,4.0,4.0,4.74,4.53,66.3,1,1,1,1,0,55.7,3.1,50.4,32.7,0,Low,Below-Average
1649,Male,Bangalore,Tier2,IT,Networking,No,Yes,7.1,7.69,7.02,7.39,6.78,6.52,7.78,7.61,7.17,73.4,2,4,3,1,0,59.9,3.9,85.9,47.0,1,Mid,Specialist
1650,Female,Mumbai,Tier3,CS,AI,No,Yes,5.15,5.22,5.74,5.67,5.53,5.16,6.04,5.55,5.55,59.1,0,1,0,1,0,43.1,2.7,51.6,37.8,0,Low,Below-Average
1651,Male,Hyderabad,Tier1,CS,Embedded,Yes,No,8.96,8.95,9.09,9.22,8.67,8.97,8.86,8.64,8.9,81.7,2,2,3,4,2,84.5,4.1,87.1,68.2,0,High,High-Achiever
1652,Female,Pune,Tier1,IT,AI,Yes,No,7.8,7.79,7.87,8.2,8.32,7.67,7.75,8.02,7.68,86.9,2,3,2,4,2,79.0,4.6,89.8,74.5,0,Mid,High-Achiever
1653,Female,Bangalore,Tier1,Mechanical,Networking,No,No,8.44,9.19,9.02,9.26,9.81,8.84,9.44,9.18,9.23,88.5,1,2,3,3,2,73.0,4.6,88.9,70.4,1,High,High-Achiever
1654,Female,Bangalore,Tier1,ECE,AI,No,No,8.88,8.98,8.41,9.21,8.38,8.84,8.55,9.09,8.89,89.1,2,4,3,3,1,91.1,4.8,93.0,82.0,0,High,High-Achiever
1655,Male,Kochi,Tier2,CS,AI,No,No,6.04,5.81,5.76,5.94,6.66,5.71,6.11,5.9,5.97,74.2,2,3,3,3,1,59.8,3.3,83.6,62.9,0,Low,Specialist
1656,Female,Kochi,Tier2,IT,Networking,Yes,No,6.87,6.96,7.15,6.91,7.19,7.69,8.11,7.72,7.39,82.4,0,3,2,2,0,64.3,3.4,48.1,51.7,1,Mid,Average
1657,Male,Chennai,Tier1,IT,Embedded,Yes,No,8.13,8.22,8.01,7.92,7.99,8.1,7.96,7.37,8.12,84.5,3,4,2,4,2,77.6,3.2,86.6,75.9,1,High,High-Achiever
1658,Male,Kolkata,Tier3,CS,AI,No,No,5.16,5.24,4.45,4.61,5.08,5.35,5.59,4.91,5.09,53.2,0,2,0,0,1,58.6,1.8,49.8,62.6,0,Low,Below-Average
1659,Male,Kolkata,Tier2,Civil,DataScience,Yes,No,6.9,6.97,6.51,5.96,7.24,6.92,6.12,7.01,6.72,86.6,3,1,1,2,0,60.8,3.3,74.1,54.2,1,Mid,Average
1660,Male,Bangalore,Tier1,Civil,Networking,Yes,No,6.91,7.47,8.06,7.63,7.59,6.92,7.92,7.17,7.57,91.9,2,3,2,3,1,70.7,3.8,91.0,81.0,1,Mid,High-Achiever
1661,Female,Delhi,Tier1,CS,AI,No,No,9.02,8.81,9.28,9.35,8.99,8.69,9.15,8.5,8.93,86.0,2,2,4,4,1,75.9,4.5,95.6,78.7,1,High,High-Achiever
1662,Male,Chennai,Tier2,EE,Networking,Yes,No,7.76,7.45,7.56,7.16,8.26,8.17,7.51,8.21,7.71,74.1,0,2,2,1,1,75.6,2.8,65.6,70.7,0,Mid,Average
1663,Male,Kolkata,Tier3,Civil,Embedded,No,No,4.95,5.09,5.01,5.14,5.32,4.49,4.85,5.01,5.01,59.0,0,2,0,1,0,55.5,2.5,44.3,47.0,1,Low,Below-Average
1664,Male,Kochi,Tier1,EE,AI,Yes,No,8.8,8.69,8.32,8.67,8.74,8.62,8.53,8.67,8.67,88.2,3,4,3,2,1,78.5,4.0,72.3,75.0,0,High,High-Achiever
1665,Male,Mumbai,Tier2,ECE,Embedded,No,No,5.74,5.24,6.37,5.82,5.89,5.87,6.24,6.06,5.79,74.3,1,3,1,3,1,73.7,4.0,87.5,55.8,1,Low,Specialist
1666,Female,Bangalore,Tier3,CS,Networking,No,No,5.58,5.95,5.69,5.07,5.59,6.58,6.09,6.09,5.73,85.3,1,1,0,2,0,54.7,2.4,36.5,44.8,1,Low,Below-Average
1667,Female,Jaipur,Tier3,CS,Networking,Yes,No,4.59,5.55,4.59,5.74,4.43,4.88,5.06,4.88,5.06,61.9,0,0,1,1,0,45.6,3.1,44.1,43.1,1,Low,Below-Average
1668,Female,Ahmedabad,Tier1,Civil,Embedded,No,Yes,7.96,8.17,8.23,7.5,8.53,8.03,7.33,8.18,8.06,91.3,3,4,4,4,3,79.0,4.3,82.4,68.8,0,High,High-Achiever
1669,Female,Bangalore,Tier1,EE,Embedded,No,No,8.62,7.89,9.47,8.62,8.54,9.53,8.97,8.72,9.03,79.6,2,4,3,4,1,82.0,4.6,85.3,86.7,0,High,High-Achiever
1670,Male,Kochi,Tier3,Civil,Embedded,No,No,5.61,5.73,5.14,5.1,5.33,4.96,5.23,5.38,5.46,55.2,0,1,2,1,0,40.5,3.3,41.0,54.7,0,Low,Below-Average
1671,Female,Kochi,Tier2,Civil,Embedded,Yes,No,8.52,8.52,7.83,8.38,7.85,8.64,7.64,8.03,8.21,84.8,1,1,1,2,0,65.0,3.5,68.4,53.6,1,High,Average
1672,Female,Ahmedabad,Tier2,ECE,Embedded,No,No,6.79,7.31,6.99,7.1,6.96,6.98,6.74,6.91,7.03,78.2,1,2,2,2,0,67.5,2.7,35.5,59.6,1,Mid,Average
1673,Male,Pune,Tier3,Mechanical,Embedded,No,No,4.37,5.09,5.02,4.19,4.52,4.53,4.73,4.71,4.85,40.0,0,0,0,0,0,32.8,2.7,43.9,41.7,1,Low,Below-Average
1674,Female,Jaipur,Tier1,IT,Networking,Yes,Yes,8.66,9.19,9.08,9.16,9.4,8.9,8.86,8.64,9.11,91.4,3,4,3,3,1,78.9,4.2,90.4,69.9,0,High,High-Achiever
1675,Female,Jaipur,Tier3,Mechanical,AI,Yes,Yes,6.33,5.88,5.63,6.19,6.18,5.59,6.01,5.68,5.94,79.2,1,1,1,1,0,45.3,3.0,60.7,25.3,0,Low,Below-Average
1676,Male,Jaipur,Tier2,Mechanical,AI,No,Yes,6.8,7.15,6.42,6.27,6.79,6.8,6.65,6.85,6.58,52.0,2,1,2,2,1,70.3,2.7,90.9,47.0,0,Mid,Specialist
1677,Male,Ahmedabad,Tier3,EE,Embedded,Yes,Yes,5.96,6.75,6.17,6.48,6.67,5.51,5.99,6.08,6.33,75.2,0,2,1,0,0,31.4,3.5,58.8,40.4,1,Low,Below-Average
1678,Female,Pune,Tier2,EE,Embedded,No,No,7.49,6.65,6.48,6.48,6.79,6.44,6.82,6.81,6.61,52.8,2,3,2,1,0,61.9,3.5,61.5,50.5,1,Mid,Average
1679,Male,Ahmedabad,Tier3,ECE,Networking,No,Yes,4.85,5.55,5.61,5.31,5.54,5.55,5.94,5.42,5.41,69.4,1,1,0,1,0,43.7,2.2,42.0,45.8,0,Low,Below-Average
1680,Female,Kolkata,Tier2,Mechanical,DataScience,No,No,6.76,7.11,7.23,6.81,6.97,6.87,7.01,7.9,6.9,74.9,1,4,1,3,1,72.7,3.3,64.8,71.3,0,Mid,Average
1681,Male,Chennai,Tier3,EE,Embedded,No,Yes,4.34,4.14,4.88,5.39,4.32,4.97,4.58,4.19,4.6,40.0,0,1,1,1,0,47.6,4.0,42.0,52.4,0,Low,Below-Average
1682,Female,Mumbai,Tier3,ECE,AI,Yes,No,5.63,5.38,5.59,5.11,5.06,5.44,5.32,5.26,5.32,64.5,0,1,2,2,0,64.2,3.2,34.2,42.7,1,Low,Below-Average
1683,Female,Delhi,Tier3,ECE,Networking,Yes,No,6.26,6.53,6.43,6.13,6.84,6.01,6.45,6.3,6.44,71.5,0,1,1,0,0,54.0,3.4,36.8,25.6,1,Low,Below-Average
1684,Male,Bangalore,Tier1,Civil,DataScience,Yes,No,7.97,8.95,8.38,8.91,8.51,8.77,8.33,8.5,8.62,89.8,4,3,1,3,1,77.5,3.8,74.2,83.0,0,High,High-Achiever
1685,Male,Kochi,Tier1,CS,Embedded,No,No,8.31,7.92,7.68,7.96,7.56,8.14,7.61,7.91,7.83,90.9,2,5,4,4,2,81.4,3.9,85.7,79.0,0,Mid,High-Achiever
1686,Female,Delhi,Tier1,Mechanical,AI,No,No,7.9,7.63,7.4,7.5,7.43,7.85,8.45,7.72,7.72,85.9,2,4,3,4,2,77.9,3.9,82.1,81.0,0,Mid,High-Achiever
1687,Female,Bangalore,Tier2,ECE,AI,No,No,8.18,7.82,8.42,8.17,8.4,7.74,8.1,7.58,8.0,60.1,1,2,2,2,1,71.9,3.6,56.8,77.5,1,Mid,Average
1688,Male,Pune,Tier2,ECE,Networking,No,No,6.89,6.9,6.87,7.31,7.25,6.79,7.1,7.48,6.95,80.5,0,1,1,3,1,54.3,3.4,54.9,55.4,0,Mid,Average
1689,Male,Kochi,Tier2,ECE,Networking,Yes,No,6.97,6.72,6.69,6.79,6.44,6.13,6.91,6.51,6.61,89.0,2,2,2,2,1,58.4,3.3,64.5,39.0,1,Mid,Average
1690,Female,Chennai,Tier2,Mechanical,AI,Yes,No,7.45,6.52,6.97,6.71,6.38,7.06,6.79,6.93,6.84,84.0,1,2,2,3,1,68.6,3.3,67.0,53.6,0,Mid,Average
1691,Male,Kochi,Tier3,ECE,DataScience,No,Yes,4.78,4.31,5.07,4.14,4.16,4.7,4.89,4.66,4.47,40.1,1,0,1,2,0,59.0,2.3,30.7,48.9,1,Low,Below-Average
1692,Male,Kochi,Tier2,IT,Embedded,No,Yes,6.94,7.95,7.17,7.1,6.6,6.88,6.44,7.03,7.14,56.4,1,2,1,1,2,38.0,3.1,74.7,55.3,1,Mid,Specialist
1693,Male,Delhi,Tier1,Civil,Embedded,No,No,8.18,7.98,8.06,8.23,8.13,8.23,7.47,8.63,8.3,83.8,3,4,2,3,1,88.2,4.6,88.7,69.5,0,High,High-Achiever
1694,Male,Kolkata,Tier3,ECE,Networking,No,Yes,6.72,6.68,6.26,6.2,6.34,6.72,6.89,6.32,6.46,44.1,0,1,0,0,0,46.7,1.9,28.2,29.8,1,Low,Below-Average
1695,Female,Ahmedabad,Tier3,Mechanical,DataScience,No,No,5.1,5.36,5.7,6.29,5.78,5.1,5.39,5.53,5.54,60.4,0,0,2,2,0,31.0,3.0,47.5,40.5,0,Low,Below-Average
1696,Male,Jaipur,Tier2,ECE,Embedded,No,No,8.41,8.07,7.77,7.77,8.55,8.21,7.88,6.87,7.86,78.1,1,2,2,2,0,41.0,4.2,74.6,52.0,1,Mid,Average
1697,Female,Kolkata,Tier1,Civil,AI,No,No,8.64,8.18,8.57,8.22,7.98,8.8,8.93,8.19,8.63,80.8,1,3,2,4,0,70.8,4.1,93.3,81.6,1,High,High-Achiever
1698,Female,Kochi,Tier3,ECE,Networking,No,Yes,6.63,6.43,6.29,5.97,5.4,6.09,5.7,6.7,6.1,67.8,1,1,0,1,0,47.8,2.5,49.4,39.9,0,Low,Below-Average
1699,Male,Ahmedabad,Tier2,ECE,Networking,No,No,5.95,6.79,6.41,6.01,6.56,6.37,7.05,6.92,6.58,75.4,1,3,1,0,1,59.3,3.8,90.7,47.5,0,Mid,Specialist
1700,Male,Hyderabad,Tier3,Mechanical,Networking,Yes,Yes,5.72,4.99,6.1,5.63,5.39,6.25,5.75,6.65,5.94,54.5,1,1,0,2,0,53.7,2.2,64.5,36.4,1,Low,Below-Average
1701,Male,Kochi,Tier2,Mechanical,DataScience,No,Yes,5.99,6.43,6.27,5.45,6.32,6.62,6.5,7.01,6.28,68.4,1,2,1,2,0,54.5,3.2,66.3,58.2,1,Low,Specialist
1702,Male,Kolkata,Tier2,IT,Embedded,No,Yes,6.18,6.07,5.99,5.47,5.8,5.93,5.65,6.02,5.81,52.5,1,3,0,1,1,48.9,2.5,81.3,55.5,1,Low,Specialist
1703,Female,Hyderabad,Tier2,Civil,Networking,No,No,8.7,7.86,8.2,7.19,8.38,8.3,8.85,8.23,8.15,72.3,0,3,1,3,0,61.7,2.6,67.6,63.6,1,High,Average
1704,Female,Mumbai,Tier2,IT,Embedded,Yes,No,6.13,6.48,6.2,6.52,6.25,6.42,6.31,6.52,6.46,75.1,1,2,2,3,1,65.3,3.4,57.0,63.4,0,Low,Average
1705,Female,Pune,Tier2,Civil,DataScience,Yes,Yes,6.76,6.84,6.77,6.5,7.24,7.55,7.09,6.73,7.0,76.3,1,3,1,2,0,66.8,2.9,71.2,61.4,1,Mid,Average
1706,Female,Kochi,Tier2,EE,Networking,Yes,Yes,6.22,5.41,6.37,5.85,5.3,5.64,6.24,6.31,6.01,73.4,2,4,3,2,1,52.1,3.2,84.7,42.6,0,Low,Specialist
1707,Female,Delhi,Tier1,EE,DataScience,No,No,8.82,8.73,8.99,8.7,8.87,8.17,8.45,9.05,8.7,89.2,2,5,3,3,0,85.4,4.6,82.9,72.9,0,High,High-Achiever
1708,Female,Hyderabad,Tier2,IT,DataScience,No,No,6.98,6.74,7.0,6.92,6.82,6.15,6.19,6.83,6.74,72.9,2,3,1,1,0,60.0,4.4,57.5,58.8,0,Mid,Average
1709,Female,Kochi,Tier3,CS,Embedded,No,Yes,5.42,5.47,5.42,5.93,5.55,5.42,6.56,5.73,5.72,62.9,1,2,0,0,1,40.2,2.9,36.8,64.7,0,Low,Below-Average
1710,Female,Bangalore,Tier1,CS,DataScience,No,No,8.39,8.29,8.81,8.47,7.85,9.02,8.13,7.66,8.42,93.0,2,3,3,4,0,76.7,4.6,78.2,68.6,0,High,High-Achiever
1711,Female,Kolkata,Tier3,CS,DataScience,Yes,No,4.49,4.5,4.16,4.82,4.0,4.23,4.0,4.0,4.39,59.0,1,1,0,1,0,57.7,3.0,44.7,39.8,0,Low,Below-Average
1712,Female,Delhi,Tier2,Mechanical,DataScience,No,No,7.06,7.05,6.96,7.28,7.46,7.02,6.6,7.46,7.01,77.5,2,3,2,1,0,63.9,3.3,53.0,62.8,0,Mid,Average
1713,Male,Delhi,Tier2,EE,AI,Yes,Yes,4.53,4.59,5.4,5.3,5.53,5.43,5.46,5.48,5.12,68.3,2,4,1,2,0,53.1,1.9,92.6,51.4,0,Low,Specialist
1714,Female,Pune,Tier3,EE,DataScience,Yes,No,4.99,4.23,4.0,4.53,4.65,4.63,4.14,4.84,4.29,53.5,1,0,0,1,0,56.3,3.8,48.5,54.7,0,Low,Below-Average
1715,Female,Mumbai,Tier2,Civil,DataScience,No,No,7.12,6.59,6.94,7.88,6.9,7.03,7.48,6.77,7.08,79.2,2,3,1,0,1,82.1,3.0,69.9,59.5,0,Mid,Average
1716,Male,Bangalore,Tier3,Civil,Networking,Yes,No,5.47,5.93,5.73,5.68,5.85,5.73,5.97,6.29,5.84,54.4,0,1,0,1,0,49.9,3.6,30.7,41.7,1,Low,Below-Average
1717,Male,Mumbai,Tier2,ECE,DataScience,Yes,Yes,7.19,6.85,7.37,7.78,6.76,6.6,7.36,7.24,7.32,78.1,1,4,2,4,0,74.9,3.8,44.7,68.5,0,Mid,Average
1718,Male,Jaipur,Tier2,Mechanical,AI,No,No,7.55,7.08,7.45,7.18,7.33,7.23,7.5,7.8,7.34,75.2,0,1,1,3,0,73.3,3.0,60.0,76.5,0,Mid,Average
1719,Male,Kolkata,Tier3,CS,DataScience,No,Yes,4.35,4.41,4.21,4.07,4.06,4.05,4.0,4.0,4.15,57.0,1,0,1,1,0,42.5,3.0,71.0,58.1,0,Low,Below-Average
1720,Male,Chennai,Tier3,EE,Networking,No,Yes,4.87,4.3,4.0,4.25,6.14,4.52,4.18,5.09,4.55,56.7,0,0,0,2,0,48.2,4.1,54.7,42.6,0,Low,Below-Average
1721,Female,Ahmedabad,Tier1,ECE,AI,No,No,9.29,9.74,9.31,9.4,9.86,9.41,9.13,8.97,9.49,85.5,3,4,3,4,2,72.3,4.8,78.1,77.7,0,High,High-Achiever
1722,Female,Pune,Tier1,IT,Embedded,Yes,No,7.67,7.85,8.74,7.55,8.4,7.71,8.7,8.22,7.98,79.8,2,5,3,3,2,78.8,4.0,85.0,78.3,1,Mid,High-Achiever
1723,Male,Bangalore,Tier3,ECE,Embedded,Yes,No,6.26,6.02,5.92,5.82,5.67,5.97,5.86,6.4,5.93,63.8,1,1,2,1,0,42.4,2.4,49.3,45.5,0,Low,Below-Average
1724,Female,Bangalore,Tier2,IT,AI,No,No,5.89,6.98,6.81,6.56,6.94,6.65,6.41,7.23,6.59,76.9,1,2,2,3,1,61.8,3.6,47.7,55.2,1,Mid,Average
1725,Male,Kolkata,Tier2,EE,AI,No,No,7.52,7.36,6.27,7.33,7.53,6.96,6.26,6.97,7.05,81.8,1,2,1,1,1,59.0,3.4,72.3,69.5,1,Mid,Average
1726,Male,Hyderabad,Tier1,EE,Embedded,No,No,8.25,8.32,8.11,7.9,7.9,8.17,8.19,7.88,8.18,85.3,2,3,4,3,1,78.3,4.7,80.8,79.4,0,High,High-Achiever
1727,Female,Pune,Tier2,CS,AI,Yes,No,7.34,7.18,7.54,7.52,7.25,7.59,6.87,7.08,7.34,90.2,1,2,1,2,1,69.3,3.9,59.2,61.6,0,Mid,Average
1728,Female,Jaipur,Tier3,ECE,Embedded,Yes,No,5.23,5.2,5.7,5.6,5.99,5.93,5.0,4.99,5.6,56.2,0,1,1,1,0,46.9,1.8,42.2,31.3,0,Low,Below-Average
1729,Female,Bangalore,Tier1,IT,DataScience,Yes,No,8.28,7.91,7.85,8.45,8.12,7.88,8.32,7.83,8.28,83.6,4,3,2,3,1,68.8,4.4,90.0,78.4,0,High,High-Achiever
1730,Male,Chennai,Tier2,ECE,Networking,Yes,No,5.87,6.48,6.38,6.32,6.09,6.53,7.43,5.75,6.37,67.1,1,2,2,2,0,59.0,3.4,53.2,46.9,1,Low,Average
1731,Female,Ahmedabad,Tier2,Civil,AI,Yes,Yes,6.27,6.55,6.42,6.44,5.84,6.22,6.2,5.74,6.21,54.4,0,3,1,2,1,44.8,3.2,71.3,48.0,1,Low,Specialist
1732,Female,Bangalore,Tier1,ECE,Embedded,No,No,7.5,7.49,7.49,7.9,7.47,8.12,8.16,7.49,7.89,95.7,2,4,3,4,0,81.5,4.3,84.3,74.1,0,Mid,High-Achiever
1733,Male,Jaipur,Tier3,EE,DataScience,No,Yes,6.18,5.75,5.36,5.41,5.42,5.76,6.0,6.08,5.8,73.7,1,2,1,1,1,52.5,3.5,21.6,46.9,0,Low,Below-Average
1734,Male,Bangalore,Tier1,IT,Embedded,No,No,9.5,9.63,9.56,9.98,9.47,9.99,9.41,9.5,9.81,91.0,1,4,2,3,2,81.5,4.6,79.9,91.2,1,High,High-Achiever
1735,Female,Chennai,Tier3,Civil,Embedded,Yes,Yes,6.32,6.59,6.17,6.7,6.57,6.53,7.0,6.13,6.45,51.0,1,1,0,0,1,40.9,2.4,53.9,49.7,1,Low,Below-Average
1736,Female,Pune,Tier3,ECE,AI,Yes,No,5.86,6.47,5.53,5.76,6.4,5.8,5.6,5.76,6.0,78.1,0,2,1,1,0,50.2,2.8,47.8,58.5,1,Low,Below-Average
1737,Male,Delhi,Tier3,IT,Networking,No,No,5.72,4.67,5.87,6.31,6.12,5.41,4.81,5.38,5.44,56.5,1,1,0,1,0,43.8,2.5,52.4,50.5,0,Low,Below-Average
1738,Female,Pune,Tier1,CS,Networking,Yes,No,7.08,7.97,7.49,7.48,7.28,7.37,7.21,7.6,7.53,86.7,2,3,1,2,2,73.2,3.5,86.3,85.9,1,Mid,High-Achiever
1739,Male,Chennai,Tier2,Civil,Networking,No,No,6.14,6.34,6.41,6.22,5.79,6.2,6.3,6.23,6.21,86.5,3,2,2,3,1,70.9,3.4,81.7,76.9,0,Low,Average
1740,Male,Mumbai,Tier3,EE,Networking,No,No,6.03,6.15,5.9,6.43,6.37,6.64,6.31,5.93,6.4,66.6,0,0,1,1,0,55.4,3.9,36.1,36.7,1,Low,Below-Average
1741,Male,Delhi,Tier1,CS,Networking,No,No,8.41,8.22,8.12,7.61,8.45,7.7,8.41,8.01,8.11,99.0,2,4,2,4,0,85.7,3.5,84.8,72.4,0,High,High-Achiever
1742,Female,Ahmedabad,Tier1,EE,AI,Yes,No,8.3,8.31,8.5,8.36,8.56,8.11,8.28,7.89,8.15,89.2,2,4,3,2,0,76.3,4.2,78.9,82.7,1,High,High-Achiever
1743,Male,Chennai,Tier1,IT,Embedded,Yes,No,8.84,8.27,8.67,8.94,8.9,8.93,8.76,8.04,8.42,86.0,2,3,3,2,1,87.1,4.2,88.7,78.0,1,High,High-Achiever
1744,Male,Kochi,Tier2,Mechanical,Embedded,Yes,No,4.77,4.85,5.64,5.14,4.92,4.85,5.18,5.31,5.15,64.5,1,3,1,3,2,55.1,3.4,84.5,57.6,1,Low,Specialist
1745,Male,Chennai,Tier3,IT,Embedded,No,No,4.36,4.45,4.86,4.73,4.51,4.86,5.42,4.91,4.64,41.5,1,1,0,1,0,53.9,2.2,59.2,41.5,1,Low,Below-Average
1746,Female,Chennai,Tier2,Mechanical,DataScience,Yes,No,7.58,6.35,6.37,6.82,7.17,6.83,7.71,6.76,6.97,72.8,1,1,1,2,0,60.9,2.8,55.2,57.2,0,Mid,Average
1747,Female,Bangalore,Tier3,IT,DataScience,Yes,No,4.67,5.11,4.55,4.35,4.62,4.61,4.65,4.97,4.88,71.4,0,2,1,1,0,46.0,2.0,56.1,60.2,1,Low,Below-Average
1748,Male,Hyderabad,Tier2,Mechanical,AI,Yes,No,6.88,6.66,5.98,6.7,6.37,6.79,6.82,6.01,6.56,79.8,1,1,2,2,1,45.6,4.2,65.3,53.2,0,Mid,Average
1749,Female,Delhi,Tier2,IT,DataScience,Yes,No,6.55,6.89,6.11,6.76,6.96,6.72,6.75,6.82,6.53,75.2,2,1,1,1,2,62.6,3.0,59.7,67.5,0,Mid,Average
1750,Male,Hyderabad,Tier2,Mechanical,Embedded,No,No,7.01,7.28,7.66,6.7,7.16,7.35,7.42,6.95,7.31,67.0,1,2,1,3,1,65.7,3.3,64.9,66.2,0,Mid,Average
1751,Male,Pune,Tier2,EE,AI,No,No,6.79,6.96,6.27,6.65,6.94,6.9,7.09,6.84,6.86,76.8,2,2,2,1,1,61.7,4.6,62.4,49.4,0,Mid,Average
1752,Male,Ahmedabad,Tier1,CS,Embedded,No,No,7.99,8.67,7.66,8.24,7.42,7.94,8.42,8.56,8.41,93.1,2,4,2,4,2,90.5,3.9,84.5,72.2,1,High,High-Achiever
1753,Male,Ahmedabad,Tier3,Civil,Embedded,No,No,6.12,5.99,6.31,5.62,6.2,6.53,5.86,5.78,5.92,64.3,0,2,1,0,0,37.5,3.0,39.9,37.4,0,Low,Below-Average
1754,Female,Pune,Tier3,Civil,AI,Yes,No,5.57,5.64,5.06,5.62,5.76,5.03,4.86,4.8,5.4,61.7,1,0,1,1,0,42.9,3.4,35.0,49.6,0,Low,Below-Average
1755,Male,Kolkata,Tier2,IT,Networking,No,No,6.67,6.48,7.15,6.9,6.56,6.58,7.06,6.55,6.83,68.6,0,1,1,2,0,57.8,4.0,57.0,59.1,0,Mid,Average
1756,Female,Kochi,Tier2,ECE,Networking,No,No,7.12,7.22,6.87,7.65,7.21,7.32,7.41,7.76,7.28,81.9,1,3,2,0,0,60.5,2.8,44.9,61.3,1,Mid,Average
1757,Female,Kochi,Tier1,CS,Networking,Yes,No,9.17,8.61,8.83,9.07,8.74,8.6,8.68,8.67,8.83,72.3,3,4,3,4,2,86.2,3.9,87.9,67.8,1,High,High-Achiever
1758,Male,Pune,Tier2,Mechanical,DataScience,No,No,6.06,5.95,6.08,5.85,5.46,5.44,5.67,5.75,5.88,73.4,2,3,1,0,1,74.8,3.4,75.1,82.9,0,Low,Specialist
1759,Male,Delhi,Tier2,ECE,Networking,No,Yes,6.15,5.76,5.72,5.99,6.0,5.49,5.66,6.21,6.06,93.1,3,2,0,2,1,53.0,4.6,83.3,55.9,0,Low,Specialist
